Epoch,Train_loss,Train_acc,val_loss,Val_acc,time,Elasttime
0,1.3157,0.5366,0.9445,0.669,1636216763,0m 41s
1,0.8964,0.6881,0.7838,0.7288,1636216805,0m 41s
2,0.7707,0.7287,0.7028,0.7556,1636216846,0m 41s
3,0.698,0.7564,0.6528,0.7748,1636216888,0m 42s
4,0.6443,0.7738,0.6213,0.7897,1636216929,0m 41s
5,0.6001,0.7904,0.6023,0.796,1636216970,0m 41s
6,0.5653,0.802,0.5764,0.8038,1636217012,0m 41s
7,0.5153,0.8199,0.5591,0.8115,1636217053,0m 41s
8,0.5085,0.8215,0.5568,0.8121,1636217095,0m 41s
9,0.5059,0.8213,0.5568,0.811,1636217138,0m 43s
10,0.5029,0.8234,0.551,0.8119,1636217185,0m 47s
11,0.4952,0.8255,0.556,0.8126,1636217232,0m 47s
12,0.4902,0.8254,0.5511,0.8146,1636217277,0m 45s
13,0.4877,0.8297,0.5503,0.8149,1636217318,0m 40s
14,0.4833,0.8295,0.5477,0.8155,1636217358,0m 40s
15,0.481,0.8314,0.5484,0.8173,1636217398,0m 40s
16,0.483,0.8309,0.5479,0.8164,1636217441,0m 43s
17,0.4855,0.8297,0.5454,0.8164,1636217485,0m 44s
18,0.4842,0.8299,0.548,0.8177,1636217527,0m 42s
19,0.4816,0.8314,0.5472,0.8154,1636217569,0m 42s
20,0.4778,0.8314,0.5474,0.8165,1636217610,0m 41s
21,0.481,0.8308,0.5499,0.8163,1636217652,0m 42s
22,0.481,0.8309,0.5479,0.8164,1636217693,0m 41s
23,0.4794,0.8328,0.548,0.816,1636217735,0m 41s
24,0.481,0.8315,0.5503,0.8147,1636217776,0m 41s
25,0.4792,0.8314,0.5481,0.8169,1636217817,0m 41s
26,0.4809,0.8313,0.5471,0.8158,1636217859,0m 41s
27,0.4763,0.8317,0.5474,0.8162,1636217900,0m 41s
28,0.479,0.8318,0.5477,0.8176,1636217941,0m 41s
29,0.4817,0.8311,0.5479,0.8144,1636217983,0m 41s
30,0.4775,0.8325,0.5484,0.8183,1636218024,0m 41s
31,0.4803,0.8318,0.5467,0.8159,1636218065,0m 41s
32,0.4781,0.8324,0.5467,0.8173,1636218107,0m 41s
33,0.4803,0.8308,0.5513,0.8176,1636218148,0m 41s
34,0.4775,0.8324,0.5471,0.8165,1636218189,0m 41s
35,0.4787,0.8321,0.5503,0.8165,1636218231,0m 41s
36,0.4782,0.8334,0.5488,0.8146,1636218272,0m 41s
37,0.4849,0.829,0.5456,0.8166,1636218313,0m 41s
38,0.4775,0.8333,0.5458,0.8163,1636218355,0m 41s
39,0.479,0.8308,0.5477,0.8145,1636218396,0m 41s
40,0.4848,0.8319,0.5487,0.816,1636218437,0m 41s
41,0.4761,0.8324,0.5495,0.8134,1636218478,0m 41s
42,0.4806,0.8303,0.5494,0.8144,1636218520,0m 41s
43,0.4757,0.8326,0.5492,0.8165,1636218561,0m 41s
44,0.4796,0.831,0.5481,0.8159,1636218602,0m 41s
45,0.4826,0.8306,0.548,0.8168,1636218643,0m 41s
46,0.4783,0.8322,0.5469,0.8161,1636218685,0m 41s
47,0.4792,0.8309,0.5468,0.8153,1636218726,0m 41s
48,0.4815,0.8298,0.5504,0.8183,1636218767,0m 41s
49,0.4784,0.8314,0.5494,0.8151,1636218808,0m 41s
