Model,type,Dataset,Epoch,criterion,optimizer,scheduler,Train_loss,Train_acc,val_loss,Val_acc,time,Elapse_time,date
<tensorflow.python.keras.engine.functional.Functional object at 0x7f0b0c3c3f40>,tensorflow,hymenoptera,0,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0b0c591790>,,3.825003147125244,0.3264000117778778,3.3751964569091797,0.43689998984336853,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f0b0c3c3f40>,tensorflow,hymenoptera,1,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0b0c591790>,,3.272587776184082,0.4881249964237213,3.104947566986084,0.5372999906539917,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f0b0c3c3f40>,tensorflow,hymenoptera,2,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0b0c591790>,,3.006159543991089,0.5768499970436096,2.872185707092285,0.6140000224113464,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f0b0c3c3f40>,tensorflow,hymenoptera,3,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0b0c591790>,,2.814012289047241,0.6402000188827515,2.8603978157043457,0.6295999884605408,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f0b0c3c3f40>,tensorflow,hymenoptera,4,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0b0c591790>,,2.658520460128784,0.694474995136261,2.715111255645752,0.6751999855041504,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f0b0c3c3f40>,tensorflow,hymenoptera,5,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0b0c591790>,,2.5345702171325684,0.7381500005722046,2.7204158306121826,0.6848000288009644,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f0b0c3c3f40>,tensorflow,hymenoptera,6,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0b0c591790>,,2.4106171131134033,0.780174970626831,2.643256902694702,0.697700023651123,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f0b0c3c3f40>,tensorflow,hymenoptera,7,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0b0c591790>,,2.3057379722595215,0.8135499954223633,2.589144229888916,0.7210000157356262,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f0b0c3c3f40>,tensorflow,hymenoptera,8,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0b0c591790>,,2.198693037033081,0.8488500118255615,2.6061861515045166,0.7214000225067139,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f0b0c3c3f40>,tensorflow,hymenoptera,9,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0b0c591790>,,2.1063320636749268,0.876675009727478,2.6508805751800537,0.7095000147819519,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f0b0c3c3f40>,tensorflow,hymenoptera,10,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0b0c591790>,,2.012119770050049,0.9092249870300293,2.773636817932129,0.6953999996185303,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f0b0c3c3f40>,tensorflow,hymenoptera,11,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0b0c591790>,,1.9399912357330322,0.930899977684021,2.6301426887512207,0.7329999804496765,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f0b0c3c3f40>,tensorflow,hymenoptera,12,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0b0c591790>,,1.8746591806411743,0.9522250294685364,2.8515803813934326,0.6930000185966492,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f0b0c3c3f40>,tensorflow,hymenoptera,13,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0b0c591790>,,1.8235992193222046,0.9664999842643738,2.7431256771087646,0.7163000106811523,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f0b0c3c3f40>,tensorflow,hymenoptera,14,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0b0c591790>,,1.7965353727340698,0.9706500172615051,2.861522674560547,0.7077999711036682,,,2021-10-29
