Epoch,Train_loss,Train_acc,val_loss,Val_acc,time,Elasttime
0,1.24,0.5608,0.7567,0.7348,1636040147,0m 51s
1,0.7432,0.7427,0.5973,0.7945,1636040197,0m 50s
2,0.6115,0.7886,0.5256,0.8173,1636040248,0m 51s
3,0.5291,0.8173,0.4923,0.8307,1636040303,0m 55s
4,0.4804,0.8338,0.457,0.8435,1636040354,0m 51s
5,0.4355,0.8477,0.4272,0.8538,1636040405,0m 51s
6,0.4028,0.859,0.4094,0.8591,1636040457,0m 52s
7,0.3668,0.8726,0.4034,0.8635,1636040506,0m 49s
8,0.3581,0.8745,0.4029,0.8628,1636040554,0m 48s
9,0.3595,0.8747,0.4002,0.8642,1636040604,0m 50s
10,0.3503,0.8782,0.4027,0.8635,1636040655,0m 51s
11,0.3499,0.8783,0.3978,0.8653,1636040707,0m 52s
12,0.3426,0.88,0.3963,0.8664,1636040760,0m 53s
13,0.3378,0.8835,0.3943,0.8663,1636040809,0m 50s
14,0.3338,0.884,0.3938,0.8661,1636040862,0m 52s
15,0.3365,0.882,0.3936,0.8672,1636040912,0m 50s
16,0.3326,0.8831,0.3943,0.8672,1636040960,0m 49s
17,0.334,0.8833,0.3957,0.8662,1636041013,0m 52s
18,0.3334,0.8825,0.3932,0.8674,1636041064,0m 52s
19,0.3369,0.882,0.3922,0.8677,1636041114,0m 50s
20,0.3383,0.8838,0.393,0.8669,1636041164,0m 50s
21,0.3335,0.8834,0.3939,0.8674,1636041214,0m 50s
22,0.3306,0.884,0.3956,0.8661,1636041264,0m 50s
23,0.3325,0.8852,0.3932,0.8682,1636041314,0m 50s
24,0.3333,0.8839,0.3936,0.8678,1636041364,0m 50s
25,0.3323,0.8824,0.3939,0.8682,1636041411,0m 48s
26,0.3317,0.8842,0.3936,0.8683,1636041458,0m 47s
27,0.3343,0.8822,0.3924,0.8664,1636041505,0m 47s
28,0.3336,0.8834,0.3936,0.8677,1636041551,0m 47s
29,0.3317,0.883,0.3926,0.8686,1636041598,0m 46s
30,0.3314,0.8834,0.3947,0.868,1636041645,0m 47s
31,0.3322,0.8846,0.3916,0.868,1636041691,0m 46s
32,0.3353,0.8828,0.3924,0.868,1636041737,0m 46s
33,0.3356,0.8825,0.3939,0.8684,1636041784,0m 46s
34,0.3397,0.882,0.3935,0.867,1636041830,0m 46s
35,0.3363,0.8821,0.3951,0.8673,1636041877,0m 47s
36,0.3332,0.8832,0.3924,0.8686,1636041924,0m 47s
37,0.3306,0.884,0.3916,0.8684,1636041970,0m 46s
38,0.3352,0.8847,0.392,0.8675,1636042016,0m 46s
39,0.3309,0.8835,0.3922,0.868,1636042063,0m 46s
40,0.3341,0.8826,0.3923,0.8688,1636042109,0m 46s
41,0.3286,0.8849,0.3967,0.866,1636042155,0m 46s
42,0.3313,0.8849,0.3923,0.8688,1636042201,0m 46s
43,0.3322,0.8831,0.3945,0.867,1636042248,0m 46s
44,0.3356,0.8824,0.3943,0.8666,1636042294,0m 46s
45,0.3351,0.8825,0.3947,0.8676,1636042341,0m 47s
46,0.3356,0.883,0.3931,0.868,1636042391,0m 49s
47,0.3319,0.8861,0.3921,0.8693,1636042437,0m 46s
48,0.3303,0.8857,0.3925,0.8685,1636042483,0m 46s
49,0.333,0.8827,0.3921,0.868,1636042533,0m 50s
