Epoch,Train_loss,Train_acc,val_loss,Val_acc,time,Elasttime
0,1.2574,0.5559,0.7497,0.7385,1636036649,0m 51s
1,0.7411,0.7425,0.5906,0.7937,1636036702,0m 53s
2,0.6099,0.7883,0.5321,0.8155,1636036752,0m 49s
3,0.533,0.8161,0.4802,0.8327,1636036804,0m 52s
4,0.4739,0.8373,0.4501,0.8438,1636036853,0m 49s
5,0.4336,0.8507,0.4264,0.8527,1636036906,0m 53s
6,0.3988,0.8609,0.4273,0.8556,1636036958,0m 52s
7,0.3674,0.8704,0.4121,0.8594,1636037013,0m 54s
8,0.3596,0.8762,0.4064,0.8627,1636037064,0m 52s
9,0.3542,0.8763,0.4051,0.8617,1636037117,0m 53s
10,0.3487,0.8776,0.4046,0.863,1636037168,0m 50s
11,0.3462,0.879,0.4012,0.8647,1636037215,0m 47s
12,0.3449,0.881,0.4,0.8645,1636037264,0m 49s
13,0.3373,0.8837,0.4009,0.8634,1636037311,0m 47s
14,0.337,0.8824,0.3986,0.8638,1636037358,0m 47s
15,0.3354,0.8821,0.3998,0.8635,1636037410,0m 51s
16,0.3317,0.8838,0.3961,0.8666,1636037460,0m 51s
17,0.3374,0.883,0.3993,0.8651,1636037508,0m 48s
18,0.3404,0.8829,0.3988,0.8649,1636037555,0m 47s
19,0.3346,0.8847,0.3985,0.8659,1636037602,0m 47s
20,0.3299,0.8855,0.3957,0.8654,1636037649,0m 47s
21,0.3305,0.8841,0.3979,0.8654,1636037695,0m 47s
22,0.3331,0.8832,0.3971,0.8647,1636037743,0m 47s
23,0.3291,0.8844,0.3973,0.8656,1636037792,0m 49s
24,0.3329,0.881,0.3958,0.8649,1636037838,0m 47s
25,0.3294,0.8854,0.3989,0.8661,1636037885,0m 47s
26,0.326,0.886,0.3974,0.8648,1636037933,0m 48s
27,0.3311,0.8837,0.3972,0.8659,1636037979,0m 47s
28,0.3274,0.8856,0.3972,0.866,1636038026,0m 47s
29,0.3305,0.8833,0.3976,0.866,1636038073,0m 47s
30,0.3341,0.8827,0.397,0.8643,1636038119,0m 47s
31,0.3334,0.8826,0.3987,0.8649,1636038166,0m 47s
32,0.3312,0.8848,0.3964,0.8661,1636038213,0m 47s
33,0.3307,0.8855,0.3974,0.8661,1636038262,0m 49s
34,0.3307,0.8838,0.399,0.8652,1636038308,0m 47s
35,0.3303,0.8842,0.3974,0.8661,1636038358,0m 50s
36,0.3308,0.8843,0.3978,0.8654,1636038410,0m 51s
37,0.3308,0.8834,0.3958,0.8662,1636038458,0m 48s
38,0.3327,0.8855,0.3965,0.8661,1636038505,0m 47s
39,0.3302,0.8841,0.3973,0.8652,1636038552,0m 47s
40,0.3307,0.8835,0.4,0.864,1636038599,0m 47s
41,0.3296,0.8849,0.398,0.8654,1636038646,0m 47s
42,0.3321,0.8835,0.3967,0.8661,1636038693,0m 47s
43,0.3334,0.884,0.3964,0.8671,1636038739,0m 47s
44,0.3318,0.8847,0.396,0.8655,1636038786,0m 47s
45,0.3345,0.8817,0.3989,0.865,1636038833,0m 47s
46,0.332,0.8842,0.3974,0.8645,1636038880,0m 47s
47,0.3348,0.8829,0.3973,0.8672,1636038926,0m 47s
48,0.3314,0.8839,0.3971,0.8658,1636038973,0m 47s
49,0.332,0.8846,0.3987,0.8658,1636039020,0m 47s
