Epoch,Train_loss,Train_acc,val_loss,Val_acc,time,Elasttime
0,1.2488,0.5614,0.7528,0.738,1635962420,0m 47s
1,0.7432,0.7438,0.5996,0.7916,1635962467,0m 47s
2,0.6111,0.7898,0.5308,0.818,1635962513,0m 46s
3,0.5353,0.8159,0.4788,0.8382,1635962560,0m 47s
4,0.4805,0.8337,0.4573,0.8475,1635962606,0m 47s
5,0.4346,0.8499,0.4293,0.8591,1635962653,0m 47s
6,0.4021,0.8607,0.4148,0.8615,1635962700,0m 47s
7,0.3642,0.874,0.4052,0.8635,1635962746,0m 47s
8,0.3576,0.8753,0.405,0.8652,1635962793,0m 47s
9,0.359,0.8745,0.4034,0.865,1635962839,0m 47s
10,0.3523,0.8782,0.4012,0.8647,1635962886,0m 46s
11,0.346,0.8805,0.3995,0.8676,1635962932,0m 46s
12,0.343,0.8807,0.3964,0.87,1635962978,0m 46s
13,0.3369,0.8826,0.3967,0.8691,1635963024,0m 46s
14,0.3345,0.8825,0.3945,0.871,1635963071,0m 47s
15,0.3325,0.8828,0.3945,0.8702,1635963119,0m 49s
16,0.3365,0.8818,0.3961,0.8697,1635963166,0m 47s
17,0.3336,0.8849,0.3928,0.8697,1635963212,0m 46s
18,0.3322,0.8843,0.3925,0.8693,1635963259,0m 46s
19,0.3286,0.8855,0.3949,0.8695,1635963308,0m 49s
20,0.3298,0.8847,0.393,0.87,1635963355,0m 47s
21,0.3322,0.8838,0.3936,0.8695,1635963401,0m 47s
22,0.3328,0.8836,0.3943,0.8691,1635963448,0m 47s
23,0.3337,0.8825,0.3942,0.87,1635963498,0m 50s
24,0.3299,0.8837,0.3922,0.8695,1635963545,0m 47s
25,0.3322,0.8831,0.3933,0.8706,1635963593,0m 48s
26,0.3333,0.8836,0.3955,0.8694,1635963639,0m 47s
27,0.3311,0.8828,0.392,0.8691,1635963686,0m 47s
28,0.3318,0.8825,0.3934,0.8705,1635963734,0m 48s
29,0.3332,0.8843,0.3929,0.8702,1635963781,0m 47s
30,0.3319,0.8841,0.393,0.8699,1635963828,0m 47s
31,0.3316,0.8839,0.3929,0.8703,1635963874,0m 47s
32,0.3332,0.8841,0.3936,0.8696,1635963920,0m 46s
33,0.3347,0.8826,0.3915,0.8698,1635963967,0m 47s
34,0.3328,0.8843,0.3925,0.8696,1635964013,0m 46s
35,0.3326,0.8831,0.3934,0.8705,1635964059,0m 46s
36,0.3322,0.8817,0.394,0.8704,1635964105,0m 46s
37,0.3343,0.8836,0.3926,0.8708,1635964151,0m 46s
38,0.3314,0.885,0.3938,0.8712,1635964198,0m 46s
39,0.3321,0.8839,0.3943,0.8695,1635964244,0m 46s
40,0.3352,0.8836,0.3937,0.8707,1635964290,0m 46s
41,0.3318,0.8857,0.3916,0.8707,1635964336,0m 46s
42,0.3331,0.885,0.3929,0.8702,1635964382,0m 46s
43,0.338,0.8828,0.3921,0.8699,1635964428,0m 46s
44,0.3301,0.8845,0.3919,0.8708,1635964474,0m 46s
45,0.3329,0.8855,0.3937,0.8702,1635964520,0m 46s
46,0.331,0.8848,0.3944,0.869,1635964566,0m 46s
47,0.3347,0.8826,0.3967,0.8688,1635964612,0m 46s
48,0.3314,0.8848,0.3947,0.8702,1635964658,0m 46s
49,0.3319,0.8847,0.395,0.8688,1635964704,0m 46s
