Epoch,Train_loss,Train_acc,val_loss,Val_acc,time,Elasttime
0,1.2188,0.5708,0.7426,0.7395,1636046897,0m 47s
1,0.7289,0.7489,0.5793,0.7972,1636046944,0m 47s
2,0.6012,0.792,0.5258,0.8192,1636046990,0m 47s
3,0.5271,0.8168,0.4764,0.8372,1636047038,0m 47s
4,0.4707,0.8364,0.457,0.8454,1636047085,0m 47s
5,0.4352,0.8482,0.4334,0.8503,1636047131,0m 47s
6,0.3957,0.8607,0.419,0.8589,1636047178,0m 46s
7,0.3662,0.8723,0.4111,0.8612,1636047226,0m 48s
8,0.3528,0.8759,0.4086,0.8618,1636047273,0m 47s
9,0.3484,0.8784,0.4086,0.8614,1636047319,0m 46s
10,0.3499,0.8789,0.4019,0.8631,1636047365,0m 46s
11,0.3455,0.8799,0.4005,0.8634,1636047412,0m 46s
12,0.3377,0.8813,0.4002,0.8668,1636047458,0m 46s
13,0.3365,0.8828,0.3979,0.8669,1636047505,0m 47s
14,0.3314,0.8852,0.3977,0.8668,1636047551,0m 46s
15,0.3288,0.885,0.3966,0.867,1636047597,0m 46s
16,0.3297,0.8829,0.3971,0.8671,1636047644,0m 46s
17,0.3309,0.8842,0.3963,0.8669,1636047691,0m 47s
18,0.3292,0.8847,0.397,0.8659,1636047737,0m 46s
19,0.3272,0.8866,0.3976,0.8666,1636047786,0m 49s
20,0.3294,0.8855,0.3971,0.8661,1636047833,0m 47s
21,0.3249,0.8862,0.3979,0.8679,1636047880,0m 47s
22,0.3293,0.886,0.3962,0.8662,1636047928,0m 48s
23,0.3258,0.8858,0.3994,0.8667,1636047975,0m 47s
24,0.3268,0.886,0.3968,0.8665,1636048022,0m 47s
25,0.3245,0.8869,0.3976,0.8657,1636048068,0m 47s
26,0.3251,0.8869,0.3959,0.8662,1636048115,0m 46s
27,0.3287,0.8862,0.3956,0.8656,1636048161,0m 46s
28,0.3312,0.8838,0.3961,0.8665,1636048207,0m 46s
29,0.3301,0.8844,0.3996,0.8656,1636048253,0m 46s
30,0.3255,0.8878,0.3977,0.8683,1636048300,0m 46s
31,0.3264,0.8859,0.3982,0.866,1636048346,0m 46s
32,0.3258,0.8867,0.3962,0.8666,1636048392,0m 46s
33,0.3256,0.8862,0.3974,0.868,1636048438,0m 46s
34,0.3289,0.8854,0.3958,0.8648,1636048485,0m 46s
35,0.3273,0.8857,0.3951,0.8669,1636048531,0m 46s
36,0.3297,0.8849,0.3951,0.8663,1636048577,0m 46s
37,0.3258,0.8866,0.3963,0.8681,1636048623,0m 46s
38,0.3247,0.8876,0.3992,0.866,1636048670,0m 46s
39,0.3265,0.887,0.3966,0.8666,1636048716,0m 46s
40,0.3293,0.8847,0.3966,0.8663,1636048764,0m 48s
41,0.3329,0.8841,0.3964,0.8665,1636048813,0m 50s
42,0.3262,0.8852,0.3957,0.8673,1636048863,0m 49s
43,0.3278,0.8849,0.3973,0.8673,1636048913,0m 50s
44,0.3278,0.8862,0.3951,0.8659,1636048962,0m 49s
45,0.3277,0.8837,0.3987,0.8665,1636049011,0m 49s
46,0.3256,0.8868,0.3956,0.8668,1636049063,0m 52s
47,0.327,0.8842,0.3979,0.8674,1636049114,0m 51s
48,0.3258,0.8854,0.3963,0.8669,1636049163,0m 50s
49,0.328,0.8848,0.3974,0.8677,1636049211,0m 48s
