Model,type,Dataset,Epoch,criterion,optimizer,scheduler,Train_loss,Train_acc,val_loss,Val_acc,time,Elapse_time,date
<tensorflow.python.keras.engine.functional.Functional object at 0x7fe34121bf70>,tensorflow,hymenoptera,0,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7fe357b26d60>,,0.37813934683799744,0.8292999863624573,0.2782299220561981,0.8840000033378601,,,2021-10-31
<tensorflow.python.keras.engine.functional.Functional object at 0x7fe34121bf70>,tensorflow,hymenoptera,1,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7fe357b26d60>,,0.1497645080089569,0.9459999799728394,0.3037019371986389,0.8858000040054321,,,2021-10-31
<tensorflow.python.keras.engine.functional.Functional object at 0x7fe34121bf70>,tensorflow,hymenoptera,2,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7fe357b26d60>,,0.05047868192195892,0.9839249849319458,0.4543129801750183,0.8777999877929688,,,2021-10-31
<tensorflow.python.keras.engine.functional.Functional object at 0x7fe34121bf70>,tensorflow,hymenoptera,3,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7fe357b26d60>,,0.015929831191897392,0.9955999851226807,0.5289458632469177,0.8747000098228455,,,2021-10-31
<tensorflow.python.keras.engine.functional.Functional object at 0x7fe34121bf70>,tensorflow,hymenoptera,4,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7fe357b26d60>,,0.008240761235356331,0.99795001745224,0.6510152220726013,0.8676999807357788,,,2021-10-31
<tensorflow.python.keras.engine.functional.Functional object at 0x7fe34121bf70>,tensorflow,hymenoptera,5,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7fe357b26d60>,,0.004504959098994732,0.9988750219345093,0.7663416862487793,0.8684999942779541,,,2021-10-31
<tensorflow.python.keras.engine.functional.Functional object at 0x7fe34121bf70>,tensorflow,hymenoptera,6,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7fe357b26d60>,,0.0019304584711790085,0.9995499849319458,0.7940866351127625,0.8751000165939331,,,2021-10-31
<tensorflow.python.keras.engine.functional.Functional object at 0x7fe34121bf70>,tensorflow,hymenoptera,7,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7fe357b26d60>,,0.002635012846440077,0.9992499947547913,0.7503178119659424,0.8712999820709229,,,2021-10-31
<tensorflow.python.keras.engine.functional.Functional object at 0x7fe34121bf70>,tensorflow,hymenoptera,8,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7fe357b26d60>,,0.005147385876625776,0.9984750151634216,0.7616293430328369,0.8708000183105469,,,2021-10-31
<tensorflow.python.keras.engine.functional.Functional object at 0x7fe34121bf70>,tensorflow,hymenoptera,9,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7fe357b26d60>,,0.005087330937385559,0.998075008392334,0.7701780796051025,0.8702999949455261,,,2021-10-31
<tensorflow.python.keras.engine.functional.Functional object at 0x7fe34121bf70>,tensorflow,hymenoptera,10,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7fe357b26d60>,,0.004336313810199499,0.9987750053405762,0.8053879737854004,0.8686000108718872,,,2021-10-31
<tensorflow.python.keras.engine.functional.Functional object at 0x7fe34121bf70>,tensorflow,hymenoptera,11,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7fe357b26d60>,,0.001810463727451861,0.9995250105857849,0.9386943578720093,0.8651999831199646,,,2021-10-31
<tensorflow.python.keras.engine.functional.Functional object at 0x7fe34121bf70>,tensorflow,hymenoptera,12,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7fe357b26d60>,,0.001872040331363678,0.9995499849319458,0.9360162019729614,0.8709999918937683,,,2021-10-31
