Model,type,Dataset,Epoch,criterion,optimizer,scheduler,Train_loss,Train_acc,val_loss,Val_acc,time,Elapse_time,date
<tensorflow.python.keras.engine.functional.Functional object at 0x7f818024a8b0>,tensorflow,hymenoptera,0,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f81fc16fa30>,,0.39755260944366455,0.8164499998092651,0.27329716086387634,0.8895000219345093,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f818024a8b0>,tensorflow,hymenoptera,1,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f81fc16fa30>,,0.1684935986995697,0.9388250112533569,0.2729286551475525,0.8931000232696533,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f818024a8b0>,tensorflow,hymenoptera,2,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f81fc16fa30>,,0.06981861591339111,0.9786249995231628,0.3590185344219208,0.8820000290870667,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f818024a8b0>,tensorflow,hymenoptera,3,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f81fc16fa30>,,0.02712896466255188,0.9927999973297119,0.4383215308189392,0.8791000247001648,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f818024a8b0>,tensorflow,hymenoptera,4,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f81fc16fa30>,,0.011551040224730968,0.9973750114440918,0.5610759258270264,0.878600001335144,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f818024a8b0>,tensorflow,hymenoptera,5,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f81fc16fa30>,,0.006843687500804663,0.9982500076293945,0.6527017951011658,0.8741000294685364,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f818024a8b0>,tensorflow,hymenoptera,6,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f81fc16fa30>,,0.004342546220868826,0.9989500045776367,0.6694234609603882,0.8723999857902527,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f818024a8b0>,tensorflow,hymenoptera,7,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f81fc16fa30>,,0.003986125811934471,0.9990000128746033,0.7199069857597351,0.8730000257492065,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f818024a8b0>,tensorflow,hymenoptera,8,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f81fc16fa30>,,0.005634836852550507,0.9983749985694885,0.732624888420105,0.8579000234603882,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f818024a8b0>,tensorflow,hymenoptera,9,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f81fc16fa30>,,0.004230050835758448,0.9987999796867371,0.8105568289756775,0.8730999827384949,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f818024a8b0>,tensorflow,hymenoptera,10,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f81fc16fa30>,,0.005643957294523716,0.9983500242233276,0.6542603969573975,0.8677999973297119,,,2021-10-30
