Model,type,Dataset,Epoch,criterion,optimizer,scheduler,Train_loss,Train_acc,val_loss,Val_acc,time,Elapse_time,date
<tensorflow.python.keras.engine.functional.Functional object at 0x7f54d022a460>,tensorflow,hymenoptera,0,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.3877304196357727,0.816349983215332,0.27674251794815063,0.8848999738693237,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f54d022a460>,tensorflow,hymenoptera,1,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.15852662920951843,0.9434499740600586,0.29765233397483826,0.8855999708175659,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f54d022a460>,tensorflow,hymenoptera,2,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.06026386842131615,0.9819250106811523,0.38355687260627747,0.8804000020027161,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f54d022a460>,tensorflow,hymenoptera,3,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.024657633155584335,0.9935250282287598,0.524535596370697,0.8772000074386597,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f54d022a460>,tensorflow,hymenoptera,4,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.014365939423441887,0.9965500235557556,0.7051681280136108,0.8737999796867371,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f54d022a460>,tensorflow,hymenoptera,5,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.00905012059956789,0.997825026512146,0.5973654389381409,0.8737000226974487,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f54d022a460>,tensorflow,hymenoptera,6,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.005547976586967707,0.9984750151634216,0.6980332136154175,0.8715999722480774,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f54d022a460>,tensorflow,hymenoptera,7,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.004709890577942133,0.9984750151634216,0.8069389462471008,0.8672000169754028,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f54d022a460>,tensorflow,hymenoptera,8,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.002415608847513795,0.9994000196456909,0.8600897192955017,0.8707000017166138,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f54d022a460>,tensorflow,hymenoptera,9,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.006952599156647921,0.9980999827384949,0.8040122985839844,0.8671000003814697,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f54d022a460>,tensorflow,hymenoptera,10,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.004963146056979895,0.9987499713897705,0.7277421951293945,0.8698999881744385,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f54d022a460>,tensorflow,hymenoptera,11,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.002911953255534172,0.9990749955177307,1.0250378847122192,0.8666999936103821,,,2021-10-30
