Model,type,Dataset,Epoch,criterion,optimizer,scheduler,Train_loss,Train_acc,val_loss,Val_acc,time,Elapse_time,date
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,19,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,0.003388793207705021,0.9991499781608582,0.8117942810058594,0.8585000038146973,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,20,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,0.004392909351736307,0.9988999962806702,0.8956711888313293,0.8644000291824341,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,21,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,0.005680508445948362,0.9983000159263611,0.8176177740097046,0.8608999848365784,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,22,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,0.002789991907775402,0.9993500113487244,0.8832334876060486,0.8647000193595886,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,23,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,0.0010037121828645468,0.9998000264167786,1.0279786586761475,0.8658999800682068,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,24,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,0.0022317643743008375,0.9994500279426575,0.9668591022491455,0.864799976348877,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,25,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,0.005258788820356131,0.9982500076293945,0.80792236328125,0.8629999756813049,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,26,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,0.006313883699476719,0.997825026512146,0.8091627359390259,0.8614000082015991,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,27,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,0.00434649595990777,0.9983500242233276,0.6880555748939514,0.8641999959945679,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,28,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,0.004222678020596504,0.9986749887466431,0.9022294878959656,0.8532000184059143,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,29,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,0.001989037496969104,0.9993749856948853,1.0636340379714966,0.8503999710083008,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,30,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,0.0009060769807547331,0.9997000098228455,1.0249544382095337,0.8532000184059143,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,31,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,0.000587471469771117,0.999875009059906,1.2268544435501099,0.8600000143051147,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,32,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,0.0017901344690471888,0.9993749856948853,1.0075762271881104,0.8647000193595886,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,33,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,0.002063256688416004,0.9993749856948853,1.0647855997085571,0.8550999760627747,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,34,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,0.0026713828556239605,0.9990000128746033,1.2247353792190552,0.8565999865531921,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,35,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,0.0050728823989629745,0.9982249736785889,0.8783923983573914,0.8571000099182129,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,36,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,0.0009534182609058917,0.999750018119812,1.1954262256622314,0.8608999848365784,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,37,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,0.00039564617327414453,0.9998999834060669,1.2113229036331177,0.8603000044822693,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,38,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,1.683031405264046e-05,1.0,1.254338026046753,0.8597000241279602,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,39,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,9.121039511228446e-06,1.0,1.288573980331421,0.8600000143051147,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,40,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,6.443721758842003e-06,1.0,1.317544937133789,0.8604999780654907,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,41,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,4.842060207010945e-06,1.0,1.3435792922973633,0.8601999878883362,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,42,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,3.7495472042792244e-06,1.0,1.3677141666412354,0.8600999712944031,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,43,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,2.967562750200159e-06,1.0,1.3903768062591553,0.8601999878883362,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,44,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,2.3913164568512e-06,1.0,1.4122207164764404,0.8600000143051147,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,45,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,1.9481171875668224e-06,1.0,1.4335390329360962,0.8596000075340271,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,46,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,1.603559439899982e-06,1.0,1.453978180885315,0.8593999743461609,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,47,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,1.3317859384187614e-06,1.0,1.474234938621521,0.8592000007629395,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,48,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,1.1129473023174796e-06,1.0,1.4941362142562866,0.859000027179718,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f2ce26b09a0>,tensorflow,hymenoptera,49,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f2ce3615760>,,9.342222710984061e-07,1.0,1.513656497001648,0.859499990940094,,,2021-10-30
