Model,type,Dataset,Epoch,criterion,optimizer,scheduler,Train_loss,Train_acc,val_loss,Val_acc,time,Elapse_time,date
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,0,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.36547085642814636,0.8367249965667725,0.28199484944343567,0.8859999775886536,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,1,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.15772457420825958,0.9452250003814697,0.3223099708557129,0.8741000294685364,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,2,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.0784599706530571,0.9748499989509583,0.42663735151290894,0.8662999868392944,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,3,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.051208943128585815,0.9835749864578247,0.44963687658309937,0.8659999966621399,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,4,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.032624583691358566,0.9893500208854675,0.4928935170173645,0.8646000027656555,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,5,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.03506966680288315,0.9887499809265137,0.5883901715278625,0.8633000254631042,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,6,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.019683562219142914,0.9939249753952026,0.6734210252761841,0.852400004863739,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,7,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.01879280060529709,0.994575023651123,0.6189191341400146,0.8571000099182129,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,8,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.022555939853191376,0.992775022983551,0.6523311138153076,0.8607000112533569,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,9,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.01402732077986002,0.9960749745368958,0.7273173332214355,0.8593999743461609,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,10,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.009938174858689308,0.9975249767303467,0.8037228584289551,0.8565999865531921,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,11,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.00843141134828329,0.9976999759674072,0.750874936580658,0.8585000038146973,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,12,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.00972577091306448,0.9971500039100647,0.7643466591835022,0.8590999841690063,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,13,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.011147643439471722,0.9963499903678894,0.7610051035881042,0.8615999817848206,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,14,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.015133872628211975,0.9952499866485596,0.7993848323822021,0.8575000166893005,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,15,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.005848259199410677,0.9981250166893005,0.7646441459655762,0.8629999756813049,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,16,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.008341585285961628,0.9973250031471252,0.7197007536888123,0.8592000007629395,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,17,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.006945732980966568,0.9980499744415283,0.7881864905357361,0.8546000123023987,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,18,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.0030627883970737457,0.9993249773979187,0.9270148277282715,0.8608999848365784,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,19,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.0031250310130417347,0.9994999766349792,0.8429227471351624,0.8500000238418579,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,20,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.0034184257965534925,0.9991000294685364,0.8399389386177063,0.8604000210762024,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,21,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.0021675429306924343,0.9994999766349792,0.9459678530693054,0.8518999814987183,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,22,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.007618572097271681,0.997825026512146,0.7705861330032349,0.8572999835014343,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,23,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.014242167584598064,0.9956750273704529,0.7728073000907898,0.8605999946594238,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,24,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.0054174549877643585,0.9983999729156494,0.8350024223327637,0.8644000291824341,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,25,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.003523677820339799,0.9990749955177307,0.7688499689102173,0.8578000068664551,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,26,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.003427439136430621,0.9990249872207642,0.8891488313674927,0.8543999791145325,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,27,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.0008948554750531912,0.9997249841690063,1.0442399978637695,0.8600999712944031,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,28,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.0025997261982411146,0.9993249773979187,0.9552997946739197,0.8633000254631042,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,29,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.0010261060670018196,0.9998250007629395,1.031790852546692,0.8626000285148621,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,30,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.001073662075214088,0.9997000098228455,0.9797856211662292,0.8598999977111816,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,31,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.0034478595480322838,0.9989749789237976,0.9355806708335876,0.8550000190734863,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,32,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.0017062855185940862,0.9995999932289124,0.961326003074646,0.857699990272522,,,2021-10-30
<tensorflow.python.keras.engine.functional.Functional object at 0x7f554c69fac0>,tensorflow,hymenoptera,33,,<tensorflow.python.keras.optimizer_v2.adam.Adam object at 0x7f554c02e9d0>,,0.0033280975185334682,0.9991999864578247,1.0592758655548096,0.8525999784469604,,,2021-10-30
