Model,type,Dataset,Epoch,criterion,optimizer,scheduler,Train_loss,Train_acc,val_loss,Val_acc,time,Elapse_time,date
<tensorflow.python.keras.engine.functional.Functional object at 0x7f23a478ec70>,tensorflow,hymenoptera,0,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f2425b26310>,,1.982193112373352,0.40257498621940613,1.7864562273025513,0.4765999913215637,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f23a478ec70>,tensorflow,hymenoptera,1,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f2425b26310>,,1.57326340675354,0.5641499757766724,1.7002712488174438,0.5072000026702881,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f23a478ec70>,tensorflow,hymenoptera,2,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f2425b26310>,,1.3519365787506104,0.6500499844551086,1.4569134712219238,0.6054999828338623,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f23a478ec70>,tensorflow,hymenoptera,3,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f2425b26310>,,1.1666662693023682,0.72017502784729,1.4979379177093506,0.5963000059127808,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f23a478ec70>,tensorflow,hymenoptera,4,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f2425b26310>,,0.9858714938163757,0.7900750041007996,1.423580527305603,0.6269999742507935,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f23a478ec70>,tensorflow,hymenoptera,5,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f2425b26310>,,0.8116224408149719,0.8554250001907349,1.530697226524353,0.6204000115394592,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f23a478ec70>,tensorflow,hymenoptera,6,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f2425b26310>,,0.6448619961738586,0.9188249707221985,1.5224579572677612,0.6341999769210815,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f23a478ec70>,tensorflow,hymenoptera,7,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f2425b26310>,,0.507362961769104,0.9654250144958496,1.6209008693695068,0.6292999982833862,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f23a478ec70>,tensorflow,hymenoptera,8,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f2425b26310>,,0.4231618642807007,0.9901999831199646,1.5924993753433228,0.6489999890327454,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f23a478ec70>,tensorflow,hymenoptera,9,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f2425b26310>,,0.38331636786460876,0.9978500008583069,1.6612805128097534,0.6546000242233276,,,2021-10-29
<tensorflow.python.keras.engine.functional.Functional object at 0x7f23a478ec70>,tensorflow,hymenoptera,10,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f2425b26310>,,0.3680632710456848,0.9992750287055969,1.6345795392990112,0.6639999747276306,,,2021-10-29
