Epoch,optimizer,Train_loss,Train_acc,val_loss,Val_acc,time,Elapse_time,date
1,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.4972126009464264,0.75168,0.3850071487426758,0.826,1647031907.7295864,30.92028522491455,2022-03-11
2,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.352418661236763,0.8465066666666666,0.3394441084861755,0.85248,1647031937.899876,30.170043230056763,2022-03-11
3,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.3066264746586482,0.87008,0.3316590431928635,0.85776,1647031971.095908,33.195839166641235,2022-03-11
4,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.27599681623776756,0.8839466666666667,0.33080296754837035,0.86024,1647032001.9125476,30.816431999206543,2022-03-11
5,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.24027862389882407,0.9007733333333333,0.34318311834335324,0.8592,1647032035.0092955,33.09643793106079,2022-03-11
6,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.1855677700440089,0.9261333333333334,0.36425854790210727,0.85456,1647032068.1111286,33.101651191711426,2022-03-11
7,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.12278707656264305,0.9550933333333333,0.4557340885400772,0.84448,1647032097.212666,29.101325035095215,2022-03-11
8,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.06698656931767862,0.9771733333333333,0.5803252458572388,0.844,1647032126.9187224,29.70592951774597,2022-03-11
9,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.045481185130774975,0.9839733333333334,0.6910647194385529,0.84416,1647032156.0428762,29.123976469039917,2022-03-11
10,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.025091029268379014,0.9917866666666667,0.7769543263912201,0.84816,1647032185.3399048,29.296904802322388,2022-03-11
11,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.020962331600797673,0.9928,0.8777794766426087,0.83896,1647032214.5230541,29.182794332504272,2022-03-11
12,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.021026190315218022,0.9926933333333333,0.9224700598716736,0.85016,1647032244.1183584,29.594951629638672,2022-03-11
13,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.01809755281219259,0.9938933333333333,0.9354542005062103,0.83712,1647032273.2191224,29.100575923919678,2022-03-11
14,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.018778273086606834,0.9925866666666666,0.9177966918945313,0.84064,1647032302.3305259,29.111289739608765,2022-03-11
15,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.010687290086100499,0.9964533333333333,1.1470933854579926,0.84112,1647032335.9865396,33.65590834617615,2022-03-11
