Epoch,optimizer,Train_loss,Train_acc,val_loss,Val_acc,time,Elapse_time,date
1,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.49645390144983925,0.75456,0.380003005862236,0.82936,1647051322.2119625,29.22448706626892,2022-03-11
2,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.3483981762727102,0.8490933333333334,0.3340032123327255,0.85272,1647051351.36924,29.15708827972412,2022-03-11
3,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.3043582561413447,0.8705333333333334,0.33267642378807066,0.86024,1647051383.062032,31.692593812942505,2022-03-11
4,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.2726231045325597,0.8863733333333333,0.3486451004743576,0.85264,1647051415.2379136,32.17549681663513,2022-03-11
5,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.23309312095244725,0.9056,0.3688509267568588,0.85856,1647051444.7110574,29.472970008850098,2022-03-11
6,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.1786626824637254,0.9305866666666667,0.3893767235279083,0.84912,1647051477.290024,32.57878804206848,2022-03-11
7,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.10987871876358986,0.95992,0.4842541346549988,0.844,1647051506.3876154,29.097439289093018,2022-03-11
8,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.058304924653222165,0.98072,0.6680154411792755,0.84464,1647051535.5809765,29.192731618881226,2022-03-11
9,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.03791556484997272,0.98712,0.7682390699386596,0.8436,1647051564.7383578,29.157174825668335,2022-03-11
10,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.026567255148353675,0.9910666666666667,0.818716677904129,0.84616,1647051593.9219995,29.183546543121338,2022-03-11
11,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.02150489836015428,0.9928,0.8420054302215576,0.842,1647051627.085045,33.16292929649353,2022-03-11
12,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.019896380925551058,0.9932533333333333,0.8633653492927551,0.83984,1647051656.2346063,29.14938735961914,2022-03-11
13,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.018221351362842447,0.9937333333333334,0.9309247426986694,0.84208,1647051685.369314,29.13460636138916,2022-03-11
14,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.01144633112133791,0.9961333333333333,1.1134806294441224,0.84184,1647051714.5478806,29.178460359573364,2022-03-11
15,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.011005453601013869,0.99656,1.0106043984889985,0.83864,1647051743.6551337,29.10708999633789,2022-03-11
16,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.018623637538325664,0.9930666666666667,0.9891998841762543,0.83256,1647051774.9073036,31.252065420150757,2022-03-11
17,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.013940065887446205,0.9947466666666667,1.089207597732544,0.83584,1647051808.5064912,33.59901285171509,2022-03-11
18,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.012234226580379376,0.9958133333333333,1.1796993765830994,0.83888,1647051841.3495622,32.84295606613159,2022-03-11
19,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.009752847136890825,0.9965866666666666,1.1914227104187012,0.83856,1647051870.6879761,29.338163137435913,2022-03-11
20,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.014772597469447646,0.9947466666666667,1.137927720785141,0.84152,1647051900.5018733,29.813666343688965,2022-03-11
21,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.009634011478434937,0.9970666666666667,1.1031638443470002,0.83432,1647051929.9981976,29.496106147766113,2022-03-11
