Epoch,optimizer,Train_loss,Train_acc,val_loss,Val_acc,time,Elapse_time,date
1,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.49476756807168326,0.7514666666666666,0.3892421019077301,0.82752,1647025973.0269337,32.41170120239258,2022-03-11
2,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.3555032812754313,0.8470933333333334,0.35849853098392487,0.84616,1647026006.482199,33.45504903793335,2022-03-11
3,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.3113221931060155,0.86872,0.34214477026462553,0.85616,1647026039.0702174,32.58781576156616,2022-03-11
4,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.27873679077625274,0.8853066666666667,0.3282770981788635,0.854,1647026072.020403,32.94998025894165,2022-03-11
5,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.23660842712720234,0.9054666666666666,0.34911178004741666,0.8524,1647026104.9387436,32.91815137863159,2022-03-11
6,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.18858982904752095,0.92808,0.37622668337821963,0.85168,1647026135.122359,30.183434009552002,2022-03-11
7,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.1297761631210645,0.9528,0.4667057995796204,0.84936,1647026167.5278094,32.405327558517456,2022-03-11
8,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.07943059481432041,0.9731733333333333,0.5832751042842865,0.84576,1647026200.441324,32.91333603858948,2022-03-11
9,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.048259812882790964,0.9837866666666667,0.6479637105464935,0.84248,1647026233.873169,33.43173575401306,2022-03-11
10,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.032052358026616275,0.9890133333333333,0.8059957280158997,0.8452,1647026266.9866564,33.11331343650818,2022-03-11
11,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.027788053330344457,0.9908266666666666,0.8311651422977447,0.83688,1647026299.8617413,32.8749725818634,2022-03-11
12,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.026013724223244935,0.9908533333333334,0.8283649187088012,0.84296,1647026330.6389527,30.777100563049316,2022-03-11
13,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.016367983542305106,0.99472,0.8735719776153564,0.83912,1647026360.934413,30.295281887054443,2022-03-11
14,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.021388054291407266,0.9930666666666667,0.7902497506141662,0.83832,1647026391.26309,30.3285653591156,2022-03-11
15,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.012573814013817658,0.99576,1.098204424381256,0.84808,1647026425.309056,34.045783042907715,2022-03-11
16,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.016956547227338886,0.9942933333333334,1.0566606090068817,0.84824,1647026458.556206,33.24705100059509,2022-03-11
17,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",0.015246772265255762,0.99528,0.9370520985126496,0.8452,1647026491.875605,33.319289207458496,2022-03-11
