Model,Training,type,Dataset,Epoch,criterion,optimizer,scheduler,Train_loss,Train_acc,val_loss,Val_acc,time,Elapse_time,date
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,19,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.021433467,0.993283331,0.025437688,0.991900027,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,20,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.021358507,0.99333334,0.025641611,0.992900014,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,21,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.018377019,0.994416654,0.025282551,0.992399991,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,22,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.019472148,0.993499994,0.026601413,0.991699994,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,23,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.018874442,0.994333327,0.026054937,0.992399991,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,24,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.018031161,0.99425,0.022586508,0.991900027,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,25,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.017573392,0.994483352,0.024131764,0.992600024,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,26,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.015561742,0.995216668,0.024971223,0.992699981,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,27,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.016065592,0.995033324,0.023532365,0.993799984,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,28,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.014786068,0.995183349,0.023933794,0.993300021,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,29,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.013453719,0.995299995,0.022688853,0.992999971,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,30,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.014095382,0.995549977,0.029168868,0.991999984,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,31,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.013246668,0.995783329,0.023473829,0.993300021,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,32,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.013436893,0.995899975,0.023101345,0.992500007,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,33,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.011268532,0.996249974,0.028282391,0.992299974,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,34,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.011226853,0.996283352,0.030957716,0.992299974,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,35,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.01164494,0.996100008,0.026267858,0.992900014,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,36,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.011124959,0.996533334,0.029984724,0.992500007,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,37,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.01079962,0.996249974,0.031688925,0.992299974,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,38,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.010395465,0.996883333,0.029081384,0.993200004,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,39,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.009330529,0.997200012,0.027689563,0.992900014,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,40,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.010791329,0.996500015,0.023877705,0.992699981,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,41,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.009104228,0.997250021,0.025381967,0.992999971,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,42,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.009490869,0.996749997,0.024615839,0.994000018,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,43,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.008443654,0.997049987,0.026683077,0.993099988,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,44,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.008606995,0.997116685,0.026979284,0.992699981,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,45,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.008904607,0.997200012,0.029648727,0.992900014,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,46,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.007632724,0.997433305,0.026094403,0.992699981,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,47,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.007380095,0.997650027,0.028950077,0.992799997,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,48,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.008527633,0.99728334,0.029755209,0.992600024,,,2021-10-27-17:26:02
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f0a06da72b0>,4,tensorflow,hymenoptera,49,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f0a06d94d00>,,0.007540564,0.997666657,0.027362995,0.993399978,,,2021-10-27-17:26:02
