Model,Training,type,Dataset,Epoch,criterion,optimizer,scheduler,Train_loss,Train_acc,val_loss,Val_acc,time,Elapse_time,date
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,11,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.034303945,0.989616692,0.024904357,0.991400003,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,12,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.033202421,0.990050018,0.025736319,0.99089998,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,13,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.029443897,0.991066694,0.025426485,0.991699994,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,14,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.029024515,0.991133332,0.029161105,0.990800023,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,15,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.028437572,0.991483331,0.02496855,0.99180001,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,16,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.025635187,0.992016673,0.026636941,0.991400003,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,17,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.024709204,0.992200017,0.025329685,0.99150002,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,18,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.023769898,0.992699981,0.02497788,0.991999984,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,19,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.020840216,0.993499994,0.026845615,0.991900027,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,20,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.020688619,0.993683338,0.023151044,0.992600024,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,21,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.019304175,0.994183362,0.029322324,0.991599977,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,22,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.02052117,0.993900001,0.02455616,0.991999984,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,23,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.019260827,0.99391669,0.02612395,0.992299974,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,24,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.016685681,0.994983315,0.027715668,0.991599977,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,25,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.016280951,0.995083332,0.023166586,0.992200017,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,26,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.015814686,0.995016694,0.028319003,0.99150002,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,27,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.016882511,0.994750023,0.025860058,0.99180001,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,28,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.013955367,0.995516658,0.028623585,0.99150002,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,29,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.01410204,0.99545002,0.027973577,0.992799997,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,30,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.012908425,0.995816648,0.030999072,0.991299987,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,31,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.013432537,0.995299995,0.023472045,0.992399991,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,32,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.012951559,0.99575001,0.028709583,0.991299987,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,33,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.01358977,0.995883346,0.028929733,0.99180001,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,34,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.011040857,0.996200025,0.025998052,0.991699994,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,35,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.01175307,0.996333361,0.033650238,0.990800023,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,36,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.01237477,0.996150017,0.026186017,0.992200017,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,37,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.010576483,0.996550024,0.027827466,0.992299974,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,38,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.010761116,0.996483326,0.028704153,0.992799997,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,39,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.011037947,0.996866643,0.029877895,0.991999984,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,40,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.009797997,0.996699989,0.028107436,0.991699994,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,41,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.009423049,0.997016668,0.031090109,0.991400003,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,42,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.009177503,0.997099996,0.028868927,0.9921,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,43,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.009067648,0.99728334,0.029410949,0.991400003,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,44,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.008239057,0.997250021,0.028849609,0.992399991,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,45,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.007902272,0.997233331,0.029391395,0.992500007,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,46,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.008579619,0.997300029,0.029294284,0.9921,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,47,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.007601751,0.997416675,0.032985274,0.99150002,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,48,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.007705231,0.997433305,0.026010947,0.992500007,,,2021-10-28-13:34:47
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1d64820d60>,9,tensorflow,hymenoptera,49,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1d6275cd60>,,0.007498917,0.997600019,0.02693964,0.993099988,,,2021-10-28-13:34:47
