Model,Training,type,Dataset,Epoch,criterion,optimizer,scheduler,Train_loss,Train_acc,val_loss,Val_acc,time,Elapse_time,date
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,10,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.038667891,0.988533318,0.035743918,0.989300013,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,11,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.034440242,0.989300013,0.036058046,0.989600003,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,12,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.033344019,0.989533305,0.030992545,0.990100026,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,13,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.03123189,0.990433335,0.03011005,0.990100026,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,14,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.030311823,0.990566671,0.028218994,0.990999997,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,15,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.027235974,0.991100013,0.027045678,0.991699994,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,16,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.027289743,0.991466641,0.027975719,0.991299987,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,17,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.023725081,0.992766678,0.029016294,0.991599977,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,18,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.023852317,0.992683351,0.028079834,0.99180001,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,19,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.021967569,0.993449986,0.026149401,0.99180001,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,20,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.022272818,0.992966652,0.028892977,0.990199983,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,21,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.022694128,0.993250012,0.030018264,0.99089998,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,22,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.020791315,0.993583322,0.029287705,0.991699994,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,23,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.018248793,0.994466662,0.02622219,0.99180001,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,24,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.018274421,0.994183362,0.031145068,0.99119997,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,25,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.018284449,0.994483352,0.031427406,0.99089998,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,26,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.016581172,0.994883358,0.02995191,0.99150002,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,27,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.015757583,0.995199978,0.027242756,0.992500007,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,28,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.015895505,0.994599998,0.030838791,0.991699994,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,29,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.014383031,0.995533347,0.030435773,0.992699981,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,30,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.014194234,0.99546665,0.034370627,0.991299987,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,31,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.014417222,0.995400012,0.030931443,0.992500007,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,32,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.01524583,0.994716644,0.031970125,0.992200017,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,33,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.013156288,0.995816648,0.029190084,0.992699981,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,34,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.011693161,0.996100008,0.029103063,0.992900014,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,35,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.011626578,0.996299982,0.031757679,0.993399978,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,36,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.011516987,0.996466696,0.03462103,0.99089998,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,37,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.013427015,0.99576664,0.02998988,0.99180001,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,38,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.011734573,0.99634999,0.03221317,0.992600024,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,39,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.011860463,0.996333361,0.027557617,0.992900014,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,40,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.010307978,0.996716678,0.033028726,0.99180001,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,41,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.010066714,0.996766686,0.030670382,0.992600024,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,42,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.009856196,0.996649981,0.033561833,0.992200017,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,43,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.009297103,0.996866643,0.03115459,0.992399991,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,44,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.00886684,0.997049987,0.033073157,0.992600024,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,45,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.010176707,0.996699989,0.030589035,0.992999971,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,46,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.01024416,0.996649981,0.030189615,0.992500007,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,47,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.009398039,0.997066677,0.032439116,0.993099988,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,48,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.008312642,0.997383356,0.032010332,0.992500007,,,2021-10-28-13:09:56
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fe02ca4bc70>,5,tensorflow,hymenoptera,49,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fe02a988df0>,,0.008017706,0.997216642,0.030457202,0.993600011,,,2021-10-28-13:09:56
